Model,Year,Category,Rating,Displacement,Engine type,Power,Top speed,Compression,Bore x stroke,Valves per cylinder,Fuel control,Cooling system,Gearbox,Transmission type,Front tire,Rear tire,Front brakes,Rear brakes,"Weight incl. oil, gas, etc",Fuel capacity,Torque,Clutch,Front suspension,Rear suspension,Diameter,Overall length,Overall width,Wheelbase,Color options,Fuel system,Ignition,Lubrication system,Exhaust system,Frame type,Front wheel travel,Rear wheel travel,Dry weight,Power/weight ratio,Seat height,Overall height,Ground clearance,Reserve fuel capacity,Starter,Comments,1/4 mile (0.4 km),Max RPM,Driveline,Fuel consumption,Greenhouse gases,Rake (fork angle),Trail,Factory warranty,Front percentage of weight,Rear percentage of weight,Modifications compared to previous model,Oil capacity,Electrical,Engine oil,Spark plugs,Idle speed,Chain size,Chain links,Sprockets,Tire pressure front,Tire pressure rear,Fork tube size,0-100 km/h (0-62 mph),Alternate seat height
Moto Guzzi V 1000 Le Mans IV,1984,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",948.0 ccm (57.85 cubic inches),"V2, four-stroke",81.0 HP (59.1  kW)) @ 7400 RPM,217.0 km/h (134.8 mph),9.8:1,88.0 x 78.0 mm (3.5 x 3.1 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),120/80-16 ,130/80-18 ,Dual disc,Single disc,245.0 kg (540.1 pounds),24.00 litres (6.34 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha XJ 550,1984,Classic," 3.5  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",528.0 ccm (32.22 cubic inches),"In-line four, four-stroke",50.0 HP (36.5  kW)) @ 9000 RPM,176.0 km/h (109.4 mph),9.5:1,57.0 x 51.8 mm (2.2 x 2.0 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Chain   (final drive),3.00-19 ,110/90-18 ,Dual disc,Expanding brake,204.0 kg (449.7 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FXRT 1340 Sport Glide,1984,Sport touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",64.0 HP (46.7  kW)) @ 5200 RPM,160.0 km/h (99.4 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Belt   (final drive),MJ 90-19 ,MT 90-19 ,Dual disc,Single disc,310.0 kg (683.4 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda GL 650,1984,Touring," 3.7  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",673.0 ccm (41.07 cubic inches),"V2, four-stroke",65.0 HP (47.4  kW)) @ 8000 RPM,167.0 km/h (103.8 mph),9.8:1,82.5 x 63.0 mm (3.2 x 2.5 inches),4,Overhead Valves (OHV),Liquid,5-speed,Shaft drive (cardan)   (final drive),3.50-19 ,130/90-16 ,Dual disc,Expanding brake,249.0 kg (549.0 pounds),17.50 litres (4.62 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki GR 650 X,1984,Classic," 3.5  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",652.0 ccm (39.79 cubic inches),"Twin, four-stroke",50.0 HP (36.5  kW)) @ 7200 RPM,165.0 km/h (102.5 mph),8.7:1,77.0 x 70.0 mm (3.0 x 2.8 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),100/90-19 ,130/90-16 ,Single disc,Expanding brake,200.0 kg (440.9 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki Z 1300 DFI (reduced effect),1984,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1285.0 ccm (78.41 cubic inches),"In-line six, four-stroke",100.0 HP (73.0  kW)) @ 7750 RPM,208.0 km/h (129.2 mph),9.3:1,62.0 x 71.0 mm (2.4 x 2.8 inches),2,Double Overhead Cams/Twin Cam (DOHC),Liquid,5-speed,Shaft drive (cardan)   (final drive),110/90-18 ,130/90-17 ,Dual disc,Single disc,324.0 kg (714.3 pounds),27.00 litres (7.13 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki GPZ 750,1984,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",739.0 ccm (45.09 cubic inches),"In-line four, four-stroke",87.0 HP (63.5  kW)) @ 9500 RPM,216.0 km/h (134.2 mph),9.5:1,66.0 x 54.0 mm (2.6 x 2.1 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),110/90-18 ,130/90-18 ,Dual disc,Single disc,241.0 kg (531.3 pounds),18.00 litres (4.76 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FLHTC 1340 (with sidecar),1984,Touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",64.0 HP (46.7  kW)) @ 5000 RPM,125.0 km/h (77.7 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Chain   (final drive),MT 90-16 ,MT 90-16 ,Dual disc,Single disc,"479.0 kg (1,056.0 pounds)",19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha XJ 900 S,1984,Sport touring," 3.9  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",853.0 ccm (52.05 cubic inches),"In-line four, four-stroke",97.0 HP (70.8  kW)) @ 9000 RPM,211.0 km/h (131.1 mph),9.6:1,67.0 x 60.5 mm (2.6 x 2.4 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Shaft drive (cardan)   (final drive),100/90-18 ,120/90-18 ,Dual disc,Expanding brake,244.0 kg (537.9 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki Z 750 GT,1984,Touring," 3.4  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",739.0 ccm (45.09 cubic inches),"In-line four, four-stroke",78.0 HP (56.9  kW)) @ 9500 RPM,198.0 km/h (123.0 mph),9.5:1,66.0 x 54.0 mm (2.6 x 2.1 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Shaft drive (cardan)   (final drive),100/90-19 ,120/90-18 ,Dual disc,Single disc,243.0 kg (535.7 pounds),24.50 litres (6.47 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moto Guzzi V 35 II,1984,Touring," 3.3  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",346.0 ccm (21.11 cubic inches),"V2, four-stroke",27.0 HP (19.7  kW)) @ 7600 RPM,151.0 km/h (93.8 mph),10.8:1,66.0 x 50.6 mm (2.6 x 2.0 inches),2,Overhead Valves (OHV),Air,5-speed,Shaft drive (cardan)   (final drive),90/90-18 ,100/90-18 ,Dual disc,Single disc,185.0 kg (407.9 pounds),16.00 litres (4.23 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda VF 750 C,1984,Custom / cruiser," 3.6  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",748.0 ccm (45.64 cubic inches),"V4, four-stroke",82.0 HP (59.9  kW)) @ 9500 RPM,187.0 km/h (116.2 mph),10.5:1,70.0 x 48.6 mm (2.8 x 1.9 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Shaft drive (cardan)   (final drive),110/90-18 ,130/90-16 ,Dual disc,Expanding brake,240.0 kg (529.1 pounds),14.00 litres (3.70 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha FJ 1100,1984,Sport touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1097.0 ccm (66.94 cubic inches),"In-line four, four-stroke",125.0 HP (91.2  kW)) @ 9000 RPM,,9.5:1,74.0 x 63.8 mm (2.9 x 2.5 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),120/80-16 ,150/80-16 ,Dual disc,Single disc,261.0 kg (575.4 pounds),24.00 litres (6.34 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CX 650 Turbo,1984,Sport touring," 3.5  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",673.0 ccm (41.07 cubic inches),"V2, four-stroke",100.0 HP (73.0  kW)) @ 8000 RPM,226.0 km/h (140.4 mph),7.8:1,82.5 x 63.0 mm (3.2 x 2.5 inches),4,Overhead Valves (OHV),Liquid,5-speed,Shaft drive (cardan)   (final drive),100/90-18 ,120/90-17 ,Dual disc,Single disc,260.0 kg (573.2 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,Turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTM 500 K 4 Enduro,1984,Cross / motocross," 3.0  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",504.0 ccm (30.75 cubic inches),"Single cylinder, four-stroke",36.0 HP (26.3  kW)) @ 7000 RPM,143.0 km/h (88.9 mph),9.8:1,89.0 x 81.0 mm (3.5 x 3.2 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),3.00-21 ,4.00-18 ,Single disc,Expanding brake,156.0 kg (343.9 pounds),14.00 litres (3.70 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CX 500 Turbo,1984,Touring," 3.6  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",497.0 ccm (30.33 cubic inches),"V2, four-stroke",82.0 HP (59.9  kW)) @ 8000 RPM,200.0 km/h (124.3 mph),7.2:1,78.0 x 52.0 mm (3.1 x 2.0 inches),4,Overhead Valves (OHV),Liquid,5-speed,Shaft drive (cardan)   (final drive),3.50-18 ,120/90-17 ,Dual disc,Single disc,263.0 kg (579.8 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,Turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki Z 750 LTD Belt Drive,1984,Custom / cruiser," 3.1  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",745.0 ccm (45.46 cubic inches),"Twin, four-stroke",49.0 HP (35.8  kW)) @ 7000 RPM,174.0 km/h (108.1 mph),8.5:1,78.0 x 78.0 mm (3.1 x 3.1 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),3.25-19 ,130/90-16 ,Dual disc,Expanding brake,222.0 kg (489.4 pounds),10.50 litres (2.77 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CX 500 E,1984,Touring," 3.2  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",497.0 ccm (30.33 cubic inches),"V2, four-stroke",50.0 HP (36.5  kW)) @ 9000 RPM,172.0 km/h (106.9 mph),10.0:1,78.0 x 52.0 mm (3.1 x 2.0 inches),4,Overhead Valves (OHV),Liquid,5-speed,Shaft drive (cardan)   (final drive),100/90-18 ,120/80-18 ,Dual disc,Single disc,228.0 kg (502.7 pounds),19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantic 125 Strada LC,1984,Touring,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,124.0 ccm (7.57 cubic inches),"Single cylinder, two-stroke",17.0 HP (12.4  kW)) @ 7000 RPM,127.0 km/h (78.9 mph),12.0:1,55.2 x 52.0 mm (2.2 x 2.0 inches),,Port control,Liquid,6-speed,Chain   (final drive),3.00-18 ,3.25-18 ,Single disc,Expanding brake,130.0 kg (286.6 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki GSX 400 S,1984,Classic," 3.0  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",399.0 ccm (24.35 cubic inches),"Twin, four-stroke",27.0 HP (19.7  kW)) @ 7800 RPM,151.0 km/h (93.8 mph),10.0:1,67.0 x 56.6 mm (2.6 x 2.2 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Chain   (final drive),3.00-18 ,3.75-18 ,Single disc,Expanding brake,190.0 kg (418.9 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki GPZ 900 R (reduced effect),1984,Sport," 4.0  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",908.0 ccm (55.41 cubic inches),"In-line four, four-stroke",100.0 HP (73.0  kW)) @ 9500 RPM,240.0 km/h (149.1 mph),11.0:1,72.5 x 55.0 mm (2.9 x 2.2 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),120/80-16 ,130/80-18 ,Dual disc,Single disc,257.0 kg (566.6 pounds),22.00 litres (5.81 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benelli 354 Sport II,1984,Sport," 2.9  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",345.0 ccm (21.05 cubic inches),"In-line four, four-stroke",27.0 HP (19.7  kW)) @ 9500 RPM,153.0 km/h (95.1 mph),10.2:1,50.0 x 44.0 mm (2.0 x 1.7 inches),2,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),3.00-18 ,3.25-18 ,Dual disc,Single disc,181.0 kg (399.0 pounds),15.50 litres (4.10 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki GSX 400 E,1984,Touring," 3.1  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",399.0 ccm (24.35 cubic inches),"Twin, four-stroke",27.0 HP (19.7  kW)) @ 8000 RPM,154.0 km/h (95.7 mph),9.0:1,67.0 x 56.6 mm (2.6 x 2.2 inches),4,Double Overhead Cams/Twin Cam (DOHC),Air,6-speed,Chain   (final drive),3.00-18 ,3.75-18 ,Single disc,Expanding brake,189.0 kg (416.7 pounds),15.00 litres (3.96 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha RD 350 LC YPVS,1984,Classic," 3.7  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",347.0 ccm (21.17 cubic inches),"Twin, two-stroke",58.0 HP (42.3  kW)) @ 9200 RPM,189.0 km/h (117.4 mph),6.0:1,64.0 x 54.0 mm (2.5 x 2.1 inches),,Membrane & power valve,Liquid,6-speed,Chain   (final drive),90/90-18 ,110/80-18 ,Dual disc,Expanding brake,170.0 kg (374.8 pounds),20.00 litres (5.28 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha DT 125 LC,1984,Enduro / offroad," 3.3  Check out the detailed rating of off-road capabilities, engine performance, maintenance cost, etc. Compare with any other bike.",123.0 ccm (7.51 cubic inches),"Single cylinder, two-stroke",16.0 HP (11.7  kW)) @ 7000 RPM,109.0 km/h (67.7 mph),7.2:1,56.0 x 50.0 mm (2.2 x 2.0 inches),,Membrane,Liquid,6-speed,Chain   (final drive),2.75-21 ,4.10-18 ,Expanding brake,Expanding brake,108.0 kg (238.1 pounds),9.00 litres (2.38 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki Z 750 Sport,1984,Classic," 2.8  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",739.0 ccm (45.09 cubic inches),"In-line four, four-stroke",80.0 HP (58.4  kW)) @ 9500 RPM,204.0 km/h (126.8 mph),9.5:1,66.0 x 54.0 mm (2.6 x 2.1 inches),2,Double Overhead Cams/Twin Cam (DOHC),Air,5-speed,Chain   (final drive),100/90-19 ,120/90-18 ,Dual disc,Single disc,234.0 kg (515.9 pounds),21.00 litres (5.55 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ducati 1000 SS Hailwood-Replica,1984,Classic," 3.1  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",973.0 ccm (59.37 cubic inches),"V2, four-stroke",76.0 HP (55.5  kW)) @ 6700 RPM,220.0 km/h (136.7 mph),9.3:1,88.0 x 80.0 mm (3.5 x 3.1 inches),2,Desmodromic valve control,Air,5-speed,Chain   (final drive),100/90-18 ,130/80-18 ,Dual disc,Single disc,230.0 kg (507.1 pounds),24.00 litres (6.34 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley-Davidson FLTC 1340 Tour Glide Classic,1984,Touring," 3.0  See the detailed rating of touring capabilities, reliability, accident risk, etc. Compare with any other motorbike.",1337.0 ccm (81.58 cubic inches),"V2, four-stroke",64.0 HP (46.7  kW)) @ 5000 RPM,155.0 km/h (96.3 mph),8.5:1,88.8 x 108.0 mm (3.5 x 4.3 inches),2,Overhead Valves (OHV),Air,5-speed,Chain   (final drive),MT 90-16 ,MT 90-16 ,Dual disc,Single disc,354.0 kg (780.4 pounds),19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki Z 450 LTD,1984,Custom / cruiser," 2.9  See the detailed rating of design and look, maintenance cost, engine performance, etc. Compare with any other bike.",454.0 ccm (27.70 cubic inches),"Twin, four-stroke",50.0 HP (36.5  kW)) @ 9500 RPM,162.0 km/h (100.7 mph),10.7:1,72.5 x 55.0 mm (2.9 x 2.2 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Belt   (final drive),100/90-19 ,140/90-15 ,Single disc,Expanding brake,199.0 kg (438.7 pounds),11.00 litres (2.91 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda CB 250 RS,1984,Naked bike," 2.4  See the detailed rating of engine performance, design and look, accident risk, etc. Compare with any other motorcycle.",248.0 ccm (15.13 cubic inches),"Single cylinder, four-stroke",26.0 HP (19.0  kW)) @ 8500 RPM,146.0 km/h (90.7 mph),9.3:1,74.0 x 57.8 mm (2.9 x 2.3 inches),4,Overhead Cams (OHC),Air,5-speed,Chain   (final drive),3.00-18 ,4.10-18 ,Single disc,Expanding brake,148.0 kg (326.3 pounds),13.00 litres (3.43 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawasaki GPZ 600 R,1984,Sport," 3.0  Check out the detailed rating of racing track capabilities, engine performance, accident risk, etc. Compare with any other bike.",592.0 ccm (36.12 cubic inches),"In-line four, four-stroke",75.0 HP (54.7  kW)) @ 10500 RPM,216.0 km/h (134.2 mph),11.0:1,60.0 x 52.4 mm (2.4 x 2.1 inches),4,Double Overhead Cams/Twin Cam (DOHC),Liquid,6-speed,Chain   (final drive),110/90-16 ,130/90-16 ,Dual disc,Single disc,217.0 kg (478.4 pounds),18.00 litres (4.76 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dnepr MT 10 (with sidecar),1984,Allround," 3.4  Check out the detailed rating of reliability, maintenance costs, value for money, etc. Compare with any other motorcycle.",650.0 ccm (39.66 cubic inches),"Two cylinder boxer, four-stroke",36.0 HP (26.3  kW)) @ 5900 RPM,110.0 km/h (68.4 mph),7.5:1,78.0 x 68.0 mm (3.1 x 2.7 inches),2,Overhead Valves (OHV),Air,4-speed with reverse,Shaft drive (cardan)   (final drive),3.75-19 ,3.75-19 ,Expanding brake,Expanding brake,365.0 kg (804.7 pounds),19.00 litres (5.02 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benelli 250 Sport,1984,Classic," 3.2  See the detailed rating of design and look, engine performance, reliability, fun-factor, etc. Compare with any other bike.",231.0 ccm (14.10 cubic inches),"Twin, two-stroke",27.0 HP (19.7  kW)) @ 7800 RPM,143.0 km/h (88.9 mph),10.3:1,56.0 x 47.0 mm (2.2 x 1.9 inches),,Port control,Air,5-speed,Chain   (final drive),3.00-18 ,3.25-18 ,Single disc,Expanding brake,133.0 kg (293.2 pounds),12.00 litres (3.17 US gallons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
